,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,id,author_id,author,n_rt,text_complete,hashtags,colours_y,Id,Label,Colour,text_preprocessed,text_preprocessed_new,sentiment
129,129,129,129,129,129,129,129,1450122898786693120,1221425087938748418,emiliablu1,428,"PROPOSTA #NOGREENPASS: se tutti i lavoratori non vaccinati, o vaccinati per ricatto, si astenessero dal #lavoro per una settimana soltanto, anche rinunciando a quel pezzo di stipendio, senza spendere in #tamponi, l'Italia si fermerebbe. È un azione pacifica. RITWITTATE. Grazie.",#NoGreenPass,0,1.2214250879387484e+18,emiliablu1,#fb1239,proposta se tutti i lavoratori non vaccinati  o vaccinati per ricatto  si astenessero dal per una settimana soltanto  anche rinunciando a quel pezzo di stipendio  senza spendere in l italia si fermerebbe  è un azione pacifica  ritwittate  grazie ,proporre lavoratore vaccinati vaccinare ricatto astenessero settimana soltanto rinunciare quello pezzo stipendio senza spendere italia fermare azione pacifico ritwittate grazia,-0.6908
130,130,130,130,130,130,130,130,1475741682192855047,430882302,isabel_31072,2,"@LaVeritaWeb Le università?
I nostri figli vengono ricattati e minacciati da mesi!
Il green pass è obbligatorio anche in università!
Basta dio mio!
Basta!
#NoGreenPass",#NoGreenPass,0,430882302.0,isabel_31072,#fb1239,le università  i nostri figli vengono ricattati e minacciati da mesi  il green pass è obbligatorio anche in università  basta dio mio  basta ,università figlio venire ricattare minacciare mese green pass obbligatorio università bastare dio bastare,-0.1531
131,131,131,131,131,131,131,131,1475402644780986371,1405120559755759618,RealGossipland,13,"Il padre di una mia amica finisce stanotte in ospedale con macchie rosse evidenti su tutta la schiena e ancora più grosse vicino ai reni, ma è negativo. Terza dose fatta il 22 dicembre. Dal #Draghistan è tutto. #NoGreenPass #NoVaccinePassportsAnywhere",#NoGreenPass,0,1.4051205597557596e+18,RealGossipland,#fb1239,il padre di una mia amica finisce stanotte in ospedale con macchie rosse evidenti su tutta la schiena e ancora più grosse vicino ai reni  ma è negativo  terza dose fatta il 22 dicembre  dal è tutto ,padre amico finire stanotte ospedale macchia rosso evidente tutto schiena ancora grosso vicino rene negativo terzo dose fare 22 dicembre,0.2732
132,132,132,132,132,132,132,132,1475821060142649347,1010807990,PaperinikEdonna,1,"La stampa dei covidioti 🐑🐑🐑: hanno fatto vaccinare 3 milioni di sardi.
Peccato che la popolazione della Sardegna sia di circa 1,6 milioni di abitanti.

#terzadose
#NoGreenPass
#megagreenpass
#Germania
#Renzi

⤵️⤵️⤵️ https://t.co/uhqMNbS2N5",#NoGreenPass,0,1010807990.0,PaperinikEdonna,#99cccc,la stampa dei covidioti      hanno fatto vaccinare 3 milioni di sardi  peccato che la popolazione della sardegna sia di circa 1 6 milioni di abitanti        ,stampa covidioti fare vaccinare 3 milione sardo peccato popolazione sardegna circa 1 6 milione abitanti,-0.9217
133,133,133,133,133,133,133,133,1444768220054016002,1323040160,strange_days_82,651,"Grande intervento del direttore @MessoraClaudio.
Grazie a @byoblu che difende gli ultimi.
#inonda #greenpass #NoGreenPass #vaccinoCovid https://t.co/JZLK1spoTV",#NoGreenPass,0,1323040160.0,strange_days_82,#fb1239,grande intervento del direttore grazie a che difende gli ultimi ,grande intervento direttore grazia difendere ultimo,0.7906
134,134,134,134,134,134,134,134,1473619687137239048,1464281098259935234,Sharon__oliva,1,"Leggete.
Imparate.
Informatevi.

Siamo in una società che ormai  si basa sul totalitarismo, non esiste più una democrazia.

https://t.co/gXq3hSPEe8

#nogreenpass #novax",#NoGreenPass,0,1.4642810982599352e+18,Sharon__oliva,#fb1239,leggete  imparate  informatevi  siamo in una società che ormai si basa sul totalitarismo  non esiste più una democrazia ,leggere imparate informatevi società ormai basare totalitarismo esistere democrazia,-0.8943
135,135,135,135,135,135,135,135,1474366939107577859,1224399006744436736,AlterMoai,10,"Per la serie: #JingleBalls 🔔🎅🎄
#Pregliasco, #Bassetti e #Crisanti eMULI di Modugno! 🎶

(#jinglebells, #SiSiVax, #NoNoVax, #NoGreenPass, #DittaturaSanitaria) https://t.co/gXkASNRF6k",#NoGreenPass,0,1.2243990067444367e+18,AlterMoai,#fb1239,per la serie      e emuli di modugno      jinglebells ,serie emuli modugno jinglebells,0.0
136,136,136,136,136,136,136,136,1468544797153628170,628527048,flayawa,28,"L’unico vaccino efficace contro il Covid è il pensiero critico che manca alla massa. 

#NoGreenPass",#NoGreenPass,0,628527048.0,flayawa,#fb1239,l unico vaccino efficace contro il covid è il pensiero critico che manca alla massa ,unico vaccino efficace covid pensiero critico mancare massa,-0.128
137,137,137,137,137,137,137,137,1475455111392636931,923171889891209217,CLiVaToscana,3,"Per chi ha dubbi se fare la #terzadose sappia che non è l’ultimo sforzo, a breve si parte con la quarta.

Se non volete essere schiavi a vita dovete dire NO

#nogreenpass #GreenpassObbligatorio https://t.co/L5kV2xGVHt",#NoGreenPass,0,9.231718898912092e+17,CLiVaToscana,#fb1239,per chi ha dubbi se fare la sappia che non è l ultimo sforzo  a breve si parte con la quarta  se non volete essere schiavi a vita dovete dire no,dubbio fare sapere ultimo sforzo breve parte quarto volere essere schiavo vita dovere dire no,0.0
138,138,138,138,138,138,138,138,1475613261282390019,1461038561436880898,autriceribelle,2,"Inizi 2021: vaccino non obbligatorio. 
Fine 2021: se vuoi una vita ""normale"" DEVI vaccinarti. 

Che coerenza...

#NoGreenPass #vaccino #greenpass #disumano #disugualianze #COVID19 #supergreenpass #covidioti #costrizioni",#NoGreenPass,0,1.461038561436881e+18,autriceribelle,#fb1239,inizi 2021  vaccino non obbligatorio  fine 2021  se vuoi una vita  normale  devi vaccinarti  che coerenza   ,inizio 2021 vaccino obbligatorio fine 2021 volere vita normale dovere vaccinarti coerenza,-0.5711
139,139,139,139,139,139,139,139,1474299644704444440,1466430224615317509,VarianteTorino,32,"A Natale la famiglia della #Resistenza festeggia in piazza. Ci vediamo a Torino alle 16 in piazza Castello
#NoGreenPass 
NO #megagreenpass
NO #supergreenpass 
#notesseraverde 
#BuonaVigiliaDiNatale https://t.co/IoHSHf8tcl",#NoGreenPass,0,1.4664302246153175e+18,VarianteTorino,#fb1239,a natale la famiglia della festeggia in piazza  ci vediamo a torino alle 16 in piazza castello no no,natale famiglia festeggiare piazza vedere torino 16 piazza castello no no,0.0
140,140,140,140,140,140,140,140,1475465329417596934,1447476230517927936,Aurora88969659,16,"Quello che mi rende triste non è neanche tanto non avere più le mie libertà, è piuttosto vedere che le persone che mi circondano sono d’accordo con tutto ciò.

#NoGreenPass #DRAGHIinGALERA #DittaturaNazisanitaria",#NoGreenPass,0,1.447476230517928e+18,Aurora88969659,#fb1239,quello che mi rende triste non è neanche tanto non avere più le mie libertà  è piuttosto vedere che le persone che mi circondano sono d accordo con tutto ciò ,rendere triste neanche tanto avere libertà piuttosto vedere persona circondare d accordo ciò,-0.3586
141,141,141,141,141,141,141,141,1448588192790335497,1266404263120572418,claudiami2000,3,"Il #greenpass NON tutela la salute (i vaccinati possono contagiare)
vieta libertà di cure, 
vieta diritto al lavoro, 
vieta entrare al ristorante, 
vieta il libero movimento nei mezzi di trasporto, 
chi c'e l'ha oggi lo puo perdere domani con nuovi divieti 
#NoGreenPass #sveglia",#NoGreenPass,0,1.2664042631205724e+18,claudiami2000,#fb1239,il non tutela la salute  i vaccinati possono contagiare  vieta libertà di cure  vieta diritto al lavoro  vieta entrare al ristorante  vieta il libero movimento nei mezzi di trasporto  chi c e l ha oggi lo puo perdere domani con nuovi divieti,tutela salute vaccinati potere contagiare vietare libertà cura vietare diritto lavoro vietare entrare ristorante vietare libero movimento mezzo trasporto oggi puo perdere domani nuovo divieto,0.3217
142,142,142,142,142,142,142,142,1475798833875595273,1355767833922306050,PGrezzo,1,"Presto gli hub vaccinali sostituiranno le discoteche e le sale da ballo...

È scienza ..

#novax #nogreenpass",#NoGreenPass,0,1.355767833922306e+18,PGrezzo,#fb1239,presto gli hub vaccinali sostituiranno le discoteche e le sale da ballo    è scienza   ,presto hub vaccinali sostituire discoteche salire ballo scienza,0.0
143,143,143,143,143,143,143,143,1475743743395434496,25141258,annaleelou,2,"Davvero non avevamo di meglio di un semi-analfabeta che non abbia la benchè minima idea di cosa significhi la comunicazione pubblica-istituzionale? 
Oppure peggio, magari era anche una risposta preparata...

PS: pronuncia inglese terrificante
#nogreenpass #governideipeggiori https://t.co/HgJld0nVx2",#NoGreenPass,0,25141258.0,annaleelou,#fb1239,davvero non avevamo di meglio di un semi analfabeta che non abbia la benchè minima idea di cosa significhi la comunicazione pubblica istituzionale  oppure peggio  magari era anche una risposta preparata    ps  pronuncia inglese terrificante,davvero meglio seme analfabeta benchè minimo idea cosa significare comunicazione pubblico istituzionale oppure peggio magari risposta preparato ps pronuncia inglese terrificante,-0.9232
144,144,144,144,144,144,144,144,1475486292582486028,4735423054,elvialorena50,1,"@magicaGrmente22 @cinico_realista Certo, le #masacherine sono solo l'emblema di schiavitù. A quello vogliono arrivare, a farci avere tutti un certificato su cui scriveranno tutto di noi... e la maggioranza si sta sottoponendo volontariamente a questo scempio. #NoGreenpass",#NoGreenPass,0,4735423054.0,elvialorena50,#fb1239,certo  le sono solo l emblema di schiavitù  a quello vogliono arrivare  a farci avere tutti un certificato su cui scriveranno tutto di noi    e la maggioranza si sta sottoponendo volontariamente a questo scempio ,certo solo emblema schiavitù volere arrivare fare avere certificare scrivere maggioranza sottoporre volontariamente scempio,-0.9444
145,145,145,145,145,145,145,145,1475761127049113608,1420711554270511107,DeodatoRibeira,1,"@dianaterza e perché gli altri 999???? Cosa hanno fatto per te gli altri parassiti eletti e non ????
Il covid è entrato ovunque tranne che in camera e senato. Questo il vero dramma italiano
#draghibugiardo 
#NoGreenPass",#NoGreenPass,0,1.420711554270511e+18,DeodatoRibeira,#99cccc,e perché gli altri 999     cosa hanno fatto per te gli altri parassiti eletti e non      il covid è entrato ovunque tranne che in camera e senato  questo il vero dramma italiano,altro 999 cosa fare te altro parassita eleggere covid entrare ovunque tranne camera senato vero dramma italiano,0.0
146,146,146,146,146,146,146,146,1475204915471556608,2612305668,paolozara_,7,"Il Tempo: Terrorismo, morte dell'Italia e farmacie ricche: la rabbia incontenibile di Alberto Zangrillo sul Covid.
il terrorismo giornalistico è certificare la morte del Paese” ..
#COVID19 #NoGreenPass #TAMPONI
https://t.co/2L3giOBWJW

tramite @GoogleNews",#NoGreenPass,0,2612305668.0,paolozara_,#fb1239,il tempo  terrorismo  morte dell italia e farmacie ricche  la rabbia incontenibile di alberto zangrillo sul covid  il terrorismo giornalistico è certificare la morte del paese     tramite,tempo terrorismo morto italia farmacia ricco rabbia incontenibile alberto zangrillo covid terrorismo giornalistico certificare morte paese tramite,-0.959
147,147,147,147,147,147,147,147,1474850443545227266,22242590,davidemazzoni,1,"Resistere a qualunque costo.
#MatrixResurrections 
#dittaturasanitaria
#nogreenpass https://t.co/O7Ikm9VVOq",#NoGreenPass,0,22242590.0,davidemazzoni,#fb1239,resistere a qualunque costo ,resistere qualunque costo,0.0
148,148,148,148,148,148,148,148,1475472248207441923,1262780248019656707,laboccadellave4,12,"“Cari” #novax #NoGreenPass, lo volete capire che le restrizioni sono attuare per evitare il collasso degli ospedali? Abbiamo TUTTI bisogno che gli ospedali siano in grado di poterci ricoverare, curare, operare ! Intasarli per negligenza e menefreghismo è da stupidi e criminali!",#NoGreenPass,0,1.2627802480196567e+18,laboccadellave4,#fb1239, cari  lo volete capire che le restrizioni sono attuare per evitare il collasso degli ospedali  abbiamo tutti bisogno che gli ospedali siano in grado di poterci ricoverare  curare  operare   intasarli per negligenza e menefreghismo è da stupidi e criminali ,caro volere capire restrizione attuare evitare collasso ospedali bisognare ospedali grado potere ricoverare curare operare intasarli negligenza menefreghismo stupido criminale,-0.8176
149,149,149,149,149,149,149,149,1475122566717218821,1364298062919794688,Lorenzo62752880,209,"Il Corriere titola che i casi in Germania calano col lockdown dei no vax.

Non si dice però che i casi sono in netto calo anche in Romania e in Ucraina coi vaccinati fermi al 40 e al 30%.

Che giornalismo...

#NoGreenPass",#NoGreenPass,0,1.3642980629197947e+18,Lorenzo62752880,#fb1239,il corriere titola che i casi in germania calano col lockdown dei no vax  non si dice però che i casi sono in netto calo anche in romania e in ucraina coi vaccinati fermi al 40 e al 30   che giornalismo   ,corriere titolare caso germania calare lockdown no vax dire però caso netto calo romania ucraina vaccinare fermo 40 30 giornalismo,-0.8402
150,150,150,150,150,150,150,150,1475748226150146052,1300368498233946112,nubiivxgant,1,"⚠️⚠️Cerco da 1 a 4 biglietti per il concerto dei OneRepublic a Milano il 4/5/2022 
-
Retwitta per favore e scrivimi se vendi o conosci qualcuno, aiutatemi a trovarli 🥺⚠️⚠️
#Milano #concert #live #tickets #help #Milan #NoGreenPass #GreenPassrafforzato #superpass #greenpass",#NoGreenPass,0,1.300368498233946e+18,nubiivxgant,#fb1239,    cerco da 1 a 4 biglietti per il concerto dei onerepublic a milano il 4 5 2022   retwitta per favore e scrivimi se vendi o conosci qualcuno  aiutatemi a trovarli      ,cercare 1 4 biglietto concerto onerepublic milano 4 5 2022 retwitta favore scrivere vendere conoscere qualcuno aiutare trovare,-0.25
151,151,151,151,151,151,151,151,1475732636589039618,3207569033,Antiniska_S_,2,"Leggevo tanti tweet e ne scrissi anch’io sul togliere cose superflue, sull’ alleggerirsi. Ecco, ora pare sia il momento più adatto per metterlo in pratica.
#nogreenpass",#NoGreenPass,0,3207569033.0,Antiniska_S_,#fb1239,leggevo tanti tweet e ne scrissi anch io sul togliere cose superflue  sull  alleggerirsi  ecco  ora pare sia il momento più adatto per metterlo in pratica ,leggere tanto tweet scrivere anch togliere cosa superfluo alleggerirsi ecco ora parere momento adatto mettere pratica,0.6369
152,152,152,152,152,152,152,152,1475355953423912964,1095412353427013633,65_virna,85,"L'amico barista mi guarda mentre gestiscolo davanti alla porta del bar. Esce
""Entra deficiente che il caffè si raffredda""
Gli amici quelli veri😅
#NoGreenPass",#NoGreenPass,0,1.0954123534270136e+18,65_virna,#fb1239,l amico barista mi guarda mentre gestiscolo davanti alla porta del bar  esce  entra deficiente che il caffè si raffredda  gli amici quelli veri ,amico barista guardare mentre gestiscolo davanti porta bar uscire entrare deficiente caffè raffreddare amico vero,0.4767
153,153,153,153,153,153,153,153,1475466045502676995,1447476230517927936,Aurora88969659,1,"Voi che vi siete vaccinati per “creare luoghi sicuri” non vi sentite un po’ presi per il culo?

#NoGreenPass",#NoGreenPass,0,1.447476230517928e+18,Aurora88969659,#fb1239,voi che vi siete vaccinati per  creare luoghi sicuri  non vi sentite un po  presi per il culo ,vaccinare creare luogo sicuro sentire po prendere culo,0.4515
154,154,154,154,154,154,154,154,1475024216424697857,1224399006744436736,AlterMoai,8,"""Senza (più) parole""... solo urla!
😱😱😱
#DittaturaSanitaria #DictatureSanitaire #NoGreenPass #NonAuPassSanitaire #megagreenpass #censorship https://t.co/o0oac6DgJF",#NoGreenPass,0,1.2243990067444367e+18,AlterMoai,#fb1239, senza  più  parole     solo urla     ,senza parola solo urlo,0.2235
155,155,155,155,155,155,155,155,1475738875968557056,1420711554270511107,DeodatoRibeira,1,"@benireiser @a_meluzzi @OrtigiaP @HoaraBorselli @Capezzone @MarcoRCapelli @AlbertoContri @borghi_claudio @barbarab1974 Piano piano capiranno tutti che è un disegno globale e che la salute non ha niente a che fare con esso !! 
Speriamo si sveglino presto 
#draghibugiardo 
#NoGreenPass 
#DittaturaSanitaria",#NoGreenPass,0,1.420711554270511e+18,DeodatoRibeira,#99cccc,piano piano capiranno tutti che è un disegno globale e che la salute non ha niente a che fare con esso    speriamo si sveglino presto,piano piano capire disegno globale salute niente fare esso sperare svegliare presto,-0.4767
156,156,156,156,156,156,156,156,1475472508342214660,1238800491632607232,gianluca826,12,"🤬
Giacomo era andato nel panico per paura
Zaia ha deciso di farsi ""punturare"" per dimostrare a Giacomo come l'iniezione fosse del tutto indolore. Zaia aveva già ricevuto la terza dose e gli è stata fatta con una siringa vuota #NoGreenPass #novax https://t.co/wz9DCaZFkz https://t.co/NTBA3tTtXN",#NoGreenPass,0,1.2388004916326072e+18,gianluca826,#99cccc,  giacomo era andato nel panico per paura zaia ha deciso di farsi  punturare  per dimostrare a giacomo come l iniezione fosse del tutto indolore  zaia aveva già ricevuto la terza dose e gli è stata fatta con una siringa vuota,giacomo andare panico paura zaia deciso fare punturare dimostrare giacomo iniezione indolore zaia già ricevere terzo dose stare fare siringa vuoto,-0.8887
157,157,157,157,157,157,157,157,1475740240476315651,710520401735057409,AntonelloZedda,3,"Sardegna #NoGreenPass
#ionondiscrimino https://t.co/IFElfw7Udj",#NoGreenPass,0,7.105204017350574e+17,AntonelloZedda,#fb1239,sardegna,sardegna,0.0
158,158,158,158,158,158,158,158,1475566998507634699,913446673900298240,Il_Collo,2,"In Francia, la dose di richiamo (#Booster) passa ora a 3 mesi dalla seconda (o dalla prima, per i guariti).

In un mese, si è passati da 7 mesi, a 6, 5, quindi 4.

La Gallia si dimostra sempre la patria dei Lumi.

#Omicron #nogreenpass #DittaturaSanitaria",#NoGreenPass,0,9.134466739002982e+17,Il_Collo,#fb1239,in francia  la dose di richiamo   booster  passa ora a 3 mesi dalla seconda  o dalla prima  per i guariti   in un mese  si è passati da 7 mesi  a 6  5  quindi 4  la gallia si dimostra sempre la patria dei lumi ,francia dose richiamare booster passare ora 3 mese secondo prima guarire mese passare 7 mese 6 5 quindi 4 gallia dimostrare sempre patria lume,-0.7184
159,159,159,159,159,159,159,159,1475736152908914688,1355767833922306050,PGrezzo,1,"Sempre chiaro nei discorsi il sergente Figliuolo...

#novax #nogreenpass #FigliuoloDimettiti #sergentefigliuolo https://t.co/5uib0Bjj05",#NoGreenPass,0,1.355767833922306e+18,PGrezzo,#fb1239,sempre chiaro nei discorsi il sergente figliuolo   ,sempre chiaro discorso sergente figliuolo,0.3818
160,160,160,160,160,160,160,160,1475591010445111310,1042691054,MastroRadu,1,"Da #MonsignorViganò ancora parole di supporto e speranza contro la #DittaturaSanitaria, l'#ObbligoVaccinale e la #segregazione. #novaccino #nogreenpass #novax

https://t.co/z6jSPOvEKA",#NoGreenPass,0,1042691054.0,MastroRadu,#99cccc,da ancora parole di supporto e speranza contro la l  obbligovaccinale e la,ancora parola supporto speranza obbligovaccinale,0.6808
161,161,161,161,161,161,161,161,1475682298167242761,1174514317238112256,GiuseppeDiSilv6,1,"Mannaggia...sti #vaccinati vincono sempre!!!

#NoGreenPass #NoDittaturaSanitaria #libertà #iononmivaccino #1984IsHere https://t.co/ZuDTuKhELF",#casapound,2,1.1745143172381125e+18,GiuseppeDiSilv6,#042069,mannaggia   sti vincono sempre   ,mannaggia sti vincere sempre,0.2732
162,162,162,162,162,162,162,162,1475485919910191105,1044352496624431105,dangdaide,3,"#Lockdown immediato per i #novax, i #nomask, i #nogreenpass e i #nocervell che è la categoria che racchiude interamente le tre precedenti.",#NoGreenPass,0,1.0443524966244312e+18,dangdaide,#fb1239,immediato per i i i e i che è la categoria che racchiude interamente le tre precedenti ,immediato categoria racchiudere interamente tre precedente,0.0
163,163,163,163,163,163,163,163,1475399956697686016,2175887381,ellygio81,21,"Da non vaccinata mi hanno operato ai Gemelli a Roma (sabato scorso), oggi sono venuta al controllo ma non posso prendere un caffè al bar dell'ospedale!
Tutto molto scientifico.
#supergreenpass 
#NoGreenPass",#NoGreenPass,0,2175887381.0,ellygio81,#fb1239,da non vaccinata mi hanno operato ai gemelli a roma  sabato scorso   oggi sono venuta al controllo ma non posso prendere un caffè al bar dell ospedale  tutto molto scientifico ,vaccinare operare gemello roma sabato scorso oggi venire controllo potere prendere caffè bar ospedale molto scientifico,0.7536
164,164,164,164,164,164,164,164,1421710438400761856,888716448742461442,Pa_Re81,3,"La libertà non va chiesta, va presa! #NoGreenPass #StopPassSanitaire #StopDictature #stopdittaturasanitaria #covidioti",#NoGreenPass,0,8.887164487424614e+17,Pa_Re81,#fb1239,la libertà non va chiesta  va presa ,libertà andare chiedere andare prendere,0.6369
165,165,165,165,165,165,165,165,1475717534670327808,1355767833922306050,PGrezzo,1,"I dimostranti ""Noi siamo il mondo"" hanno marciato per la capitale austriaca Vienna.

Questa è scienza
#novax #nogreenpass https://t.co/gLQJRCqgC3",#NoGreenPass,0,1.355767833922306e+18,PGrezzo,#fb1239,i dimostranti  noi siamo il mondo  hanno marciato per la capitale austriaca vienna  questa è scienza,dimostrante mondo marciare capitale austriaco vienna scienza,0.0
166,166,166,166,166,166,166,166,1475536175477706753,1474279820146139146,BabiBalanza,3,"@ferry74455114 @e_trombino @ba_franchini @FmMosca @robersperanza @barbarab1974 @MinisteroSalute Mosca non ha mostrato nulla
Manco il documento del molecolare

È un matto
A Varallo Sesia lo conosciamo tutti, lo scemo del villaggio.

Oltretutto uscito malissimo dalla morte della madre per Covid (ovviamente non lo accetta... Colpa sua)
#novax #NoGreenPass",#NoGreenPass,0,1.4742798201461391e+18,BabiBalanza,#fb1239,mosca non ha mostrato nulla manco il documento del molecolare è un matto a varallo sesia lo conosciamo tutti  lo scemo del villaggio  oltretutto uscito malissimo dalla morte della madre per covid  ovviamente non lo accetta    colpa sua ,mosca mostrare nulla manco documento molecolare matto varallo sesia conoscere scemare villaggio oltretutto uscire malissimo morto madre covid ovviamente accettare colpa,-0.966
167,167,167,167,167,167,167,167,1475401034541510659,1405120559755759618,RealGossipland,3,Vi avevano promesso l’immunità e invece... #NoGreenPass #megagreenpass #Omicron https://t.co/FRLsgJl7jM,#NoGreenPass,0,1.4051205597557596e+18,RealGossipland,#fb1239,vi avevano promesso l immunità e invece   ,promettere immunità invece,0.3612
168,168,168,168,168,168,168,168,1465730548387700747,1372897890234949635,AuroraLittleSun,168,"Fate come Ilaria.
Grazie. 🥰

#NoGreenPass
#novax https://t.co/38dG9aQ0Ez",#NoGreenPass,0,1.3728978902349496e+18,AuroraLittleSun,#fb1239,fate come ilaria  grazie   ,fare ilaria grazia,0.4404
169,169,169,169,169,169,169,169,1475715442287206401,1355767833922306050,PGrezzo,2,"L'emergenza di oggi dovrebbe essere l'85% in meno di quella di ieri...

È scienza...
#novax #nogreenpass",#NoGreenPass,0,1.355767833922306e+18,PGrezzo,#fb1239,l emergenza di oggi dovrebbe essere l 85  in meno di quella di ieri    è scienza   ,emergenza oggi dovere essere 85 meno ieri scienza,-0.3818
170,170,170,170,170,170,170,170,1475708111927361539,4492706302,1982wolverine,1,"Ma il problema sono i #novax non la rinuncia allo #smartworking, i #nogreenpass non i trasporti affollati, i #nomask non i tagli alla sanità...

#governodeipeggiori
#Draghistan
#draghicomio",#NoGreenPass,0,4492706302.0,1982wolverine,#fb1239,ma il problema sono i non la rinuncia allo i non i trasporti affollati  i non i tagli alla sanità   ,problema rinunciare trasporto affollato taglio sanità,0.4735
171,171,171,171,171,171,171,171,1473031460584046601,420931672,EmeiMarkus,226,"#Borgonovo a #Richeldi: ""Prendete atto che avete dato una versione diversa e va bene così, pari e patta""

#Ottoemezzo #Staseraitalia #NoGreenPass #NoVax #QuartaRepubblica #20Dicembre https://t.co/Zod1odS13z",#NoGreenPass,0,420931672.0,EmeiMarkus,#fb1239,a  prendete atto che avete dato una versione diversa e va bene così  pari e patta ,prendere atto datare versione diverso andare bene così pario patta,-0.9001
172,172,172,172,172,172,172,172,1475165808775118849,1044958567,agbiuso,2,"...e pericoli immaginari.

#biopolitica #vaccini
#greenpass #Nogreenpass #Supergreenpass
#neonazismo
#tirannide #STATODIEMERGENZA
#Speranza #Draghi #CTS
#megagreenpass https://t.co/Rq0Llf921W",#NoGreenPass,0,1044958567.0,agbiuso,#fb1239,   e pericoli immaginari ,pericolo immaginario,-0.4939
173,173,173,173,173,173,173,173,1475165678852317184,1044958567,agbiuso,3,"Pericoli reali...

#biopolitica #vaccini
#greenpass #Nogreenpass #Supergreenpass
#neonazismo
#tirannide #STATODIEMERGENZA
#Speranza #Draghi #CTS
#megagreenpass https://t.co/bivAdI09mK",#NoGreenPass,0,1044958567.0,agbiuso,#fb1239,pericoli reali   ,pericolo reale,-0.4939
174,174,174,174,174,174,174,174,1475488072393445389,1438546161955229703,GandalfRevn,8,"Nei centri commerciali ci sono dipendenti (giovani) in doppia mascherina ed io con la mascherina sotto il naso 🤭 io non sono dopato di vaccino, loro con almeno 3 dosi.
Chi é il NoVax? Io o loro che non credono in quello che si sono fatti iniettare? 🤭🤷

#vaccino #NoGreenPass",#NoGreenPass,0,1.4385461619552297e+18,GandalfRevn,#fb1239,nei centri commerciali ci sono dipendenti  giovani  in doppia mascherina ed io con la mascherina sotto il naso   io non sono dopato di vaccino  loro con almeno 3 dosi  chi é il novax  io o loro che non credono in quello che si sono fatti iniettare    ,centro commerciale dipendente giovane doppio mascherina mascherina sotto naso dopato vaccinare almeno 3 dose é novax credere fare iniettare,0.0
175,175,175,175,175,175,175,175,1475522747329568781,1350851479045877763,viaggrego,5,"#Genova, #NoGreenPass “fanno gli #Auguri” al #Premier: “Buon #Natale #Draghi Maial..., ma anche altro” (#VIDEO) https://t.co/jlkdXNBmUS https://t.co/moW9T6VRAi",#NoGreenPass,0,1.3508514790458778e+18,viaggrego,#fb1239, fanno gli al  buon maial     ma anche altro    video ,buon maial altro video,0.2382
176,176,176,176,176,176,176,176,1475687154307289089,5404582,Stronza,1,"#buongiorno #novax #nogreenpass e fascistelli vari di #stocazz 
Spiace molto per voi 🤓 https://t.co/Hwv2SYCEWO",#NoGreenPass,0,5404582.0,Stronza,#fb1239,e fascistelli vari di spiace molto per voi  ,fascistelli varo spiacere molto,-0.1513
177,177,177,177,177,177,177,177,1475377456248938499,1174514317238112256,GiuseppeDiSilv6,13,"Gli #italiani sono un ""popolo di SCORDONI"", ecco perché gli piace farsi ""inculare"" dai #politici massoni!!!

#NoGreenPass #NoDittaturaSanitaria #libertà #iononmivaccino #1984IsHere https://t.co/TESOeP36p6",#casapound,2,1.1745143172381125e+18,GiuseppeDiSilv6,#042069,gli sono un  popolo di scordoni   ecco perché gli piace farsi  inculare  dai massoni   ,popolo scordoni ecco piacere fare inculare massone,-0.5423
178,178,178,178,178,178,178,178,1475415453472276484,722641382,LucianoCesarett,30,"ARRESTATE QUESTO PAZZO!
I famosi 100mila #contagi al giorno causati dai non vaccinati sani negativi ai #tamponi... 😁🤦‍♂️
#ricciardi #lockdown #NoGreenPass #Speranza 
@a_meluzzi @ladyonorato https://t.co/X5Mz4hJi7D",#NoGreenPass,0,722641382.0,LucianoCesarett,#fb1239,arrestate questo pazzo  i famosi 100mila al giorno causati dai non vaccinati sani negativi ai      ,arrestare pazzo famoso 100mila giorno causare vaccinare sano negativo,-0.8934
179,179,179,179,179,179,179,179,1475237680921333768,492555583,dannunzioilvate,5,"Come diceva quello là? “Possono ritrovarsi con la garanzia, però, che non sono contagiose”; e l’altro con i nastrini cosa dice ? Ah... ecco : “abbiamo raggiunto un totale di IMMUNIZZATI...”
Non c’è nessuna garanzia e non esistono immunizzati.
#greenpass #NoGreenPass #contagi https://t.co/2csTN45u24",#NoGreenPass,0,492555583.0,dannunzioilvate,#99cccc,come diceva quello là   possono ritrovarsi con la garanzia  però  che non sono contagiose   e l altro con i nastrini cosa dice   ah    ecco    abbiamo raggiunto un totale di immunizzati     non c è nessuna garanzia e non esistono immunizzati ,dire là potere ritrovare garanzia però contagioso altro nastrino cosa dire ah ecco raggiungere totale immunizzare nessun garanzia esistere immunizzare,-0.852
